RamanShift (cm-1)	00:00:27	00:01:30	00:02:00	00:02:30	00:03:00	00:03:30	00:04:00	00:04:30	00:05:00	00:05:30	00:06:00	00:06:30	00:07:00	00:07:30	00:08:00	00:08:30	00:09:00	00:09:30	00:10:00	00:10:30	00:11:00	00:11:30	00:12:00	00:12:30	00:13:00	00:13:30	00:14:00	00:14:30	00:15:00	00:15:30	00:16:00	00:16:30	00:17:00	00:17:30
2426.0000	2728.92045955	3151.74828188	3048.84042923	3066.64164097	3031.31253223	3043.58074329	3010.61057378	2998.45445808	2977.67118825	2999.70926397	2968.06361222	2979.22123771	2954.85074066	2985.26998469	2950.10136958	2932.11545079	2897.88008950	2895.15979401	2902.52767503	2902.67149486	2842.38604303	2860.82619931	2825.42359814	2765.14924207	2747.73968896	2746.48415723	2798.77715750	2828.29357130	2903.63094576	2858.04649276	2854.89323285	3308.36648091	3335.27666400	3326.16706311
2425.0000	2713.70688744	3163.89630236	3037.43852937	3079.09792360	3035.58755754	3040.19494773	3002.56630426	3012.90419942	2978.87846642	2997.28594293	2962.75733146	2975.85935025	2950.86530356	2988.83564304	2933.80714837	2947.64044794	2915.31985904	2905.21990564	2914.76507063	2898.73151263	2836.14541801	2854.98000061	2832.91829156	2772.66418605	2752.35798729	2758.04536770	2796.05828163	2836.38166713	2911.22186828	2882.05878322	2864.53630745	3308.02534558	3342.08958861	3333.86268476
2424.0000	2713.31008356	3174.27855159	3039.74101704	3086.95395012	3041.49111219	3043.76205166	3000.86521014	3023.36922266	2980.80791418	2994.79753979	2966.87007836	2973.19303103	2949.81462314	2986.82908111	2936.72094087	2976.98158660	2934.19881913	2926.22051592	2936.91899338	2907.30775347	2835.57717328	2851.79021842	2843.20884812	2779.91503751	2750.27193837	2769.93546938	2803.17202079	2842.57130265	2912.08279915	2903.95262611	2878.87780686	3305.62761157	3352.68588759	3333.59108229
2423.0000	2721.20680538	3180.71160439	3055.75357492	3086.58931528	3045.76288577	3057.84706675	3006.70445139	3022.90035728	2982.89218211	2998.44139307	2974.93700368	2974.92592760	2951.23179352	2981.63869425	2956.77162808	2998.39090819	2944.70329178	2945.49567130	2955.71422471	2914.39115512	2841.22259167	2857.31924062	2850.14947301	2788.55840009	2746.38950075	2771.67323396	2816.83177787	2848.04477030	2901.68331757	2915.20573238	2893.94532978	3303.85204416	3361.29994231	3326.64676528
2422.0000	2726.82255090	3187.39110285	3072.17915841	3075.32493437	3044.17757151	3074.57189896	3023.97216202	3019.00035773	2986.95874650	3010.51697059	2980.98324882	2979.59201401	2954.75682747	2980.67725551	2980.13009996	2999.33152689	2947.35455607	2951.27811677	2962.71654784	2913.61044605	2853.65917302	2871.59496334	2853.62312175	2797.88313244	2745.16280441	2767.90178574	2826.16445142	2856.75572727	2889.77412127	2913.71867957	2905.57429123	3307.50341169	3366.15304277	3320.22819791
2421.0000	2726.26969677	3196.32502735	3077.41289132	3054.35057797	3038.08351367	3080.18860892	3052.61377920	3023.42879170	2995.80001352	3027.42766926	2985.20169352	2984.70326083	2958.80177710	2986.92007718	2990.32337453	2991.27444239	2951.70624144	2945.60037151	2962.67656133	2915.02218204	2872.44295246	2887.67773778	2859.77234254	2805.45504184	2744.21298275	2769.86087750	2825.60680796	2870.83522014	2889.26844292	2903.59547082	2910.05574065	3321.40794275	3371.73988489	3323.07409018
2420.0000	2723.18858036	3201.78716466	3073.15950155	3032.15047186	3031.95455281	3066.66110376	3081.06717060	3036.87849556	3007.64545535	3041.58644583	2989.47847347	2988.97820796	2961.70226691	2994.94793084	2978.86091857	2993.54091729	2963.86347637	2939.36104152	2965.16658703	2927.65855105	2893.20690486	2895.27655643	2871.00358010	2808.92681114	2738.06648277	2778.85008051	2820.48642911	2886.21341349	2901.01220803	2892.73785421	2904.75208458	3342.71392789	3381.19191235	3339.28178688
2419.0000	2723.27190361	3197.76077733	3068.84294996	3020.94390804	3026.42436770	3039.66745725	3090.37216636	3048.66974521	3014.95064802	3044.70303804	2991.55345466	2989.30269023	2962.93761854	2996.63422622	2952.31998238	3006.66778017	2977.51328892	2937.99460016	2970.46167109	2942.38893112	2906.60494703	2887.71833637	2879.06539568	2807.71745020	2726.46997172	2784.94398277	2817.74505721	2893.49888345	2913.93446376	2888.74955998	2890.39736973	3357.64064751	3389.08245047	3364.14182869
2418.0000	2729.61783346	3186.65323535	3068.72985971	3026.49869482	3019.11249410	3016.10917002	3070.20119203	3050.81171129	3012.33633006	3032.06688975	2987.94455481	2979.51346746	2963.51441793	2988.22020214	2929.83305689	3011.55141852	2980.66986798	2937.60321672	2969.43071028	2942.02398881	2903.91852304	2867.60934514	2872.19136703	2803.86038379	2716.49845844	2781.14730160	2815.73423412	2886.03919786	2918.20666860	2894.03319755	2872.16273375	3352.25238702	3385.33531685	3385.68446729
2417.0000	2740.91790395	3175.87380653	3068.65777313	3042.19690551	3011.99794821	3011.13685230	3030.61885003	3047.50040570	3004.38960254	3007.55370127	2981.18679369	2957.26331518	2965.86088053	2971.99717888	2929.48171311	2995.77094077	2971.37166019	2934.58003546	2957.65789553	2925.17543982	2886.51802491	2844.73978847	2848.35354908	2801.73514737	2716.83933172	2772.58265739	2807.97563591	2868.04637628	2913.65356375	2903.71367719	2857.36650172	3328.27407877	3366.38621640	3391.49050090
2416.0000	2752.46691876	3168.95002581	3063.40512765	3055.46544709	3011.77011607	3024.04541432	2994.67225159	3048.37119744	3001.23602991	2983.93238267	2979.53225859	2931.24136497	2971.60434847	2954.87185554	2953.07046396	2971.15891358	2962.40185913	2932.47449193	2943.64994803	2909.97694337	2868.49773209	2827.13315594	2818.37687953	2805.61439334	2730.70969499	2769.50877362	2795.03806792	2852.61545114	2906.05904854	2909.60599463	2852.35269136	3304.18486185	3340.25972218	3376.45075647
2415.0000	2760.27187639	3164.80562177	3053.20708625	3060.00057845	3020.67968254	3037.47713038	2978.54074566	3055.18857409	3006.16644555	2973.96789014	2987.67952277	2916.15355153	2977.90657565	2946.22307009	2983.50869343	2959.25309794	2967.25531658	2935.93938032	2938.82026537	2912.51786512	2866.22501370	2815.54064601	2796.13862257	2815.00750330	2753.31419385	2775.09611950	2786.82527332	2850.12857326	2900.31393038	2907.79836687	2860.40982245	3297.96651573	3319.74114994	3347.12746853
2414.0000	2764.82993280	3163.16575830	3042.98540112	3059.59431295	3032.20671679	3034.22186043	2981.27948213	3059.47562707	3011.83338447	2979.48401868	3000.07919094	2918.32718185	2978.31377324	2952.57733489	2998.49128169	2964.76457551	2984.21452491	2942.22569767	2942.14343328	2928.82441863	2882.88857344	2807.82763342	2788.08982356	2822.33917369	2775.56225007	2783.15379121	2791.19624165	2859.36784508	2898.42963168	2902.57778652	2879.39624375	3310.82695472	3311.70465039	3319.55949371
2413.0000	2768.89163347	3164.99329238	3037.82645260	3059.86097224	3039.41419403	3015.65218222	2993.30596178	3053.74005226	3010.08189922	2991.37710699	3005.47019739	2929.48443586	2970.12147915	2970.84031735	2988.24127225	2971.58374673	2998.95557087	2944.17489046	2940.71475401	2941.70003638	2904.17694165	2805.78875750	2792.23625838	2818.38121081	2790.87820383	2785.89497860	2803.98475884	2870.30771516	2899.99251936	2902.33345030	2900.54918916	3329.37477440	3313.79605229	3309.42336303
2412.0000	2770.78710207	3168.47057931	3039.78856156	3059.61717101	3043.58133964	3000.69684717	3008.87004781	3040.99532568	3001.74105257	3000.66683869	2997.26064644	2937.11593108	2959.09871555	2989.15315288	2961.74068241	2964.53254458	3001.53934861	2940.26799393	2926.93864335	2940.44631787	2911.52526252	2813.64718030	2804.33152982	2802.12460193	2798.38029478	2780.82558052	2813.56630985	2873.82487695	2901.80708027	2911.45207565	2913.35568052	3340.41295171	3319.99316974	3319.96071173
2411.0000	2763.40601169	3169.87967374	3047.25217760	3053.36418466	3050.15493234	3005.73214053	3026.46863395	3029.98314707	2994.21442986	3005.95770673	2978.68847020	2938.38422196	2953.28530337	2997.86290094	2938.18226934	2947.90941604	2995.37472335	2936.11190253	2910.13565018	2929.49806838	2900.25147946	2830.47115918	2822.67008308	2783.71783471	2799.53151657	2771.03500885	2813.91666819	2868.03697496	2899.66006643	2926.09804919	2914.59977600	3340.24173132	3327.22374064	3339.07594275
2410.0000	2743.52452831	3169.07878596	3056.19639472	3040.74337656	3059.26668965	3028.55040951	3041.78302941	3023.35418591	2992.33344131	3009.36693094	2959.44933885	2940.53000897	2953.23689757	2998.60740841	2933.18325864	2938.96784537	2989.47914418	2935.24718412	2906.39702288	2920.80850309	2883.26734767	2848.30299181	2846.48498010	2775.59301204	2794.43624341	2762.29157012	2810.12555731	2857.92186186	2893.27097838	2936.99728740	2910.83773749	3332.29811092	3336.38102236	3350.88267911
2409.0000	2720.87549154	3170.16604544	3062.85987748	3029.36878585	3065.83071383	3053.84394131	3047.66992623	3015.75670264	2995.00623202	3010.88501382	2948.67187228	2948.92335610	2952.73471936	3000.10546559	2950.02210926	2946.46977129	2988.28176309	2933.97405780	2919.29111043	2923.03720835	2876.86442181	2859.81088106	2870.50502500	2781.03569564	2784.37205014	2760.69269949	2810.94942469	2851.32231674	2888.04444525	2935.94933701	2909.63559643	3321.69356737	3348.77751145	3351.16183354
2408.0000	2712.86269731	3176.03633834	3066.30647203	3026.76461490	3067.81170463	3070.98200977	3042.09683882	3004.37239469	2999.40012023	3011.07660926	2949.59542994	2958.97820323	2949.16190808	3006.39680416	2978.81632263	2960.46570035	2991.37871323	2928.57281005	2936.83555549	2937.50946983	2885.58087107	2865.89013732	2883.34375490	2791.96402488	2775.91378859	2770.41383080	2818.39983405	2853.64976601	2889.35183941	2921.48905975	2910.39346094	3313.38228787	3363.35595284	3350.10917083
2407.0000	2727.61222089	3185.68605169	3068.47239005	3031.94468725	3068.67536942	3081.90967844	3031.49587966	2996.18347488	3004.52346178	3014.79308750	2958.73371177	2961.48942982	2948.46917910	3012.60351916	3002.13552775	2963.98907918	2997.26259335	2923.59435080	2947.71849699	2959.09643580	2902.23416875	2873.57364898	2874.65755894	2796.66552788	2777.25131876	2790.88532230	2825.97244730	2862.92330213	2895.95483408	2900.63229176	2906.71154622	3311.26113005	3377.34204765	3359.46470449
2406.0000	2754.60524211	3197.33771005	3071.09868822	3037.21390479	3071.08625315	3092.46988287	3024.14790817	3000.75489932	3010.07487949	3025.47413312	2970.01496973	2953.58070739	2958.02437205	3012.22193714	3005.31049533	2952.04592339	3002.38733143	2927.55317564	2953.20637273	2978.07827030	2918.55358800	2886.86983438	2845.62585821	2789.60557145	2789.39083576	2815.09808869	2826.07636867	2869.89814242	2901.64535958	2884.74079334	2895.87913518	3315.53965156	3388.27261146	3378.81994328
2405.0000	2775.07094343	3210.14549035	3072.85018996	3037.21971163	3073.24189685	3101.55620728	3022.60706466	3017.99719375	3014.80034664	3037.71710904	2980.26282012	2941.92121973	2977.81608455	3005.61460355	2986.99465192	2936.77885628	3000.31185943	2941.02805252	2959.40967770	2984.21209964	2930.69874715	2901.38560709	2810.86060576	2776.18903732	2805.04052700	2831.24786456	2817.99472115	2866.34245586	2903.27228978	2881.06409345	2882.23133141	3322.24542788	3394.31496178	3396.15023071
2404.0000	2780.76092648	3221.06373090	3071.01646926	3034.10942022	3073.44248318	3102.47857521	3024.10320246	3037.29638807	3018.40277676	3042.61319255	2989.96470309	2935.78228923	3000.64949773	3000.12447032	2961.37025307	2934.55411859	2987.51068336	2953.81705738	2964.71830710	2973.66883805	2936.03471019	2908.87931365	2787.98824930	2769.01508247	2817.63966740	2829.12543684	2808.61083287	2854.61715325	2904.69901003	2887.15585771	2872.33188378	3327.63371834	3393.16023772	3400.94211925
2403.0000	2779.54322473	3223.91643094	3066.98188358	3034.06893816	3074.47728762	3092.88552686	3026.09146263	3048.68175057	3024.17933086	3040.26181594	2999.02549276	2939.37037958	3018.33340154	3003.17825216	2947.54636013	2950.37971263	2969.24761808	2955.88306327	2963.02978126	2953.20900377	2931.52281655	2906.67597022	2785.41832513	2776.97238126	2827.16992868	2809.73040816	2805.90856541	2846.81757266	2911.83585201	2894.28199952	2871.25814373	3332.24529272	3382.81762916	3394.51191628
2402.0000	2782.80418875	3215.24722355	3068.10769679	3040.75969241	3080.62622428	3078.79925533	3028.82972827	3051.67838073	3036.69729059	3039.55821596	3004.84607756	2951.49034304	3025.73042767	3015.82541344	2954.47825937	2975.64816378	2955.77707965	2948.75051388	2956.57346503	2935.63999997	2918.37492186	2901.32588545	2800.12560242	2796.07089342	2834.28920079	2789.66009366	2811.93888842	2852.58265316	2925.33730036	2895.94324394	2882.89521569	3338.58778716	3365.39857791	3386.45449364
2401.0000	2791.44385898	3199.41196011	3081.02175950	3052.42684174	3092.07783915	3067.93705426	3033.20566184	3052.64668387	3054.82456141	3044.11964597	3006.46842395	2969.87758669	3021.64975418	3031.83593044	2975.67753280	2998.13764416	2952.87260378	2943.78996311	2955.91909241	2929.58115257	2904.05200762	2901.87828883	2824.05758652	2812.25035753	2833.51385461	2790.21411457	2821.67312212	2869.00296546	2939.69169812	2892.08905370	2907.41779151	3345.99599270	3349.35681311	3382.81158863
2400.0000	2796.66768844	3184.63902758	3102.58867749	3063.60664221	3103.80821649	3062.34527850	3038.64982699	3056.26424387	3068.67930996	3046.27848674	3007.69721700	2992.73511827	3009.37332977	3042.82585145	2997.43019899	3010.85682924	2958.28587776	2949.92459021	2965.15174451	2933.43761115	2895.25898013	2909.79470604	2849.33398986	2814.36925911	2818.82862541	2816.26701733	2827.71078623	2883.84931078	2948.91315058	2887.02796726	2935.69133159	3351.23444813	3345.09962203	3380.48799785
2399.0000	2791.94571461	3175.02005926	3120.17948132	3068.83651359	3108.25593835	3059.67144768	3044.36521070	3061.33474656	3067.69648004	3039.28023562	3012.20875767	3016.39284146	2995.69803815	3045.67706526	3010.09384425	3012.34941213	2966.30532368	2964.97023656	2974.48228694	2938.89953999	2890.49516456	2917.12107611	2868.92118750	2803.67917413	2795.62514037	2847.91907212	2825.54203363	2887.31325617	2951.59054434	2886.82478226	2951.48018770	3354.42384635	3356.56798224	3373.23853579
2398.0000	2780.26749742	3169.46332670	3122.50852432	3066.44218959	3098.80567689	3058.89197305	3051.29148262	3063.65230694	3053.40262115	3028.78228409	3016.45421203	3034.59100305	2986.60833905	3045.32427257	3011.92623691	3003.65542110	2973.11683518	2979.45721315	2972.31873985	2939.00962953	2883.52020888	2915.61060536	2877.74581791	2790.94572922	2780.54009925	2858.94429378	2815.51635094	2879.10836087	2949.96889232	2897.67379862	2944.95919693	3359.88671356	3377.74180767	3359.72243145
2397.0000	2769.59906538	3167.25239824	3109.00394615	3060.63377504	3074.66919114	3060.84867035	3060.66475987	3061.12941483	3040.51139290	3025.39970220	3011.56979692	3041.86665928	2982.97062277	3048.66111346	3006.05486924	2988.18766498	2978.24146155	2986.90185195	2960.03566460	2932.28746647	2874.04944903	2906.23670023	2875.99969460	2786.32345918	2785.36913762	2843.34410300	2802.12315659	2865.89867662	2945.26948675	2920.83991075	2923.01864052	3367.92922981	3398.02624241	3343.49357618
2396.0000	2764.48728255	3169.56298718	3088.35929267	3059.44592290	3045.32830214	3063.86232272	3070.16132418	3055.62645100	3041.54512999	3029.48863953	2993.72802009	3037.01489318	2981.20842507	3055.43878867	2997.04450628	2972.32464612	2982.74850439	2987.92142103	2949.29549684	2920.67725984	2870.85201062	2897.54871856	2869.43283129	2791.56085865	2803.54780048	2818.90575322	2792.02656922	2854.82342335	2935.44098483	2946.57316759	2902.59276154	3369.47291465	3410.09856038	3327.98817338
2395.0000	2763.91122646	3174.59987040	3071.20568035	3068.74215262	3027.17444899	3063.27969537	3073.88954382	3050.32036983	3052.82162645	3030.85712146	2970.69546842	3023.33439926	2978.22530284	3057.98421883	2989.41855160	2962.43602830	2986.11111533	2985.30264488	2947.27043838	2906.57071891	2881.77253344	2895.34465642	2864.32679358	2799.15752510	2816.84893486	2805.66662731	2790.86862270	2849.54213705	2918.37377174	2957.99924928	2894.64344720	3355.50331451	3412.69545104	3316.10178237
2394.0000	2765.81330345	3176.84572595	3066.16302763	3087.28755627	3030.79273541	3057.45817113	3069.28943782	3046.68759480	3060.69711994	3023.55422258	2957.32541892	3007.39004002	2975.12595711	3051.75391465	2986.68494582	2961.01117823	2985.32045690	2979.85228786	2950.37697645	2893.85470872	2902.78660393	2897.42015553	2863.09536881	2799.33553217	2815.92896231	2807.90305626	2800.20293217	2849.98349746	2897.44491242	2946.92716351	2897.74633587	3332.54329189	3409.16092374	3314.28909641
2393.0000	2771.34800611	3174.95107942	3078.77962299	3107.65493334	3050.94708971	3051.89136015	3063.76534833	3045.58232715	3060.00088792	3015.17636527	2965.29021060	2997.64381741	2976.15197635	3043.19012598	2990.72209587	2967.14206395	2980.08396474	2973.90115438	2952.54439340	2890.54278904	2920.60029347	2899.76561306	2865.71032400	2791.21862904	2810.79972788	2818.44459935	2817.46144689	2854.24324261	2882.92067720	2925.30045514	2906.06814975	3322.21964427	3406.15055947	3331.31117064
2392.0000	2783.76476909	3176.24699344	3108.02773219	3121.67123705	3071.63689575	3054.81389392	3070.42139579	3050.25951995	3058.99066554	3019.15236626	2995.52844937	3000.79185577	2984.28938894	3042.99675929	3001.86528491	2979.61679686	2979.10937002	2974.74824293	2954.46386767	2905.82683685	2926.66747112	2903.97741559	2873.01495713	2786.91586245	2818.27614547	2832.18966050	2838.50778677	2860.84138062	2885.51473559	2916.27175663	2918.53912101	3340.40712781	3411.44605044	3368.45952646
2391.0000	2803.45665765	3187.93818402	3143.63557035	3125.55811168	3081.17533822	3068.96064207	3094.25411315	3064.29170094	3065.11904678	3040.11793034	3036.62336169	3016.45621532	2998.11034212	3052.85144139	3018.01496854	2996.56024410	2995.27729154	2988.34699152	2962.42815035	2940.47586105	2925.59977948	2914.01853945	2885.47642438	2800.01485494	2840.94395100	2848.83382945	2858.82743451	2869.59563460	2906.48542553	2931.66529976	2937.75158876	3379.22101856	3427.95505264	3412.61248340
2390.0000	2824.80905024	3205.90453890	3172.04202849	3122.40183704	3080.07915272	3088.79932386	3124.21693253	3084.20001373	3074.38184312	3068.40681172	3069.71136578	3036.58780567	3013.16381101	3063.67990428	3032.72606668	3012.25313658	3029.77050103	3009.90982130	2980.65096392	2980.71982904	2927.53328877	2927.19163318	2899.47834551	2828.91926019	2862.94867936	2866.28761761	2872.99096941	2880.74589251	2934.72708174	2959.70872385	2961.96590220	3414.08345509	3448.43578554	3443.84724063
2389.0000	2838.67121087	3218.09657066	3187.12573527	3121.12299415	3074.60336832	3105.61176866	3142.06355681	3097.22379908	3079.63894273	3088.15131873	3079.82849167	3052.28185799	3026.07133944	3067.54275133	3036.86461320	3018.46907920	3064.37737838	3026.32028593	3006.34385804	3006.01569490	2934.57008451	2934.04661142	2908.69825991	2855.80778538	2867.50438772	2878.55734466	2876.65389889	2893.64144414	2955.87828330	2976.68413712	2981.09442658	3427.49622442	3459.05572074	3452.41135457
2388.0000	2838.50861004	3218.70599212	3192.04211466	3129.62720635	3066.92010262	3114.73322608	3138.99530782	3090.94632519	3082.41032764	3090.14538342	3067.52075331	3060.41848708	3035.79513518	3065.84948504	3026.25439037	3011.95116702	3075.54885113	3029.09663816	3030.47067477	3005.74290692	2939.15727438	2928.92951858	2910.61290981	2863.97278521	2854.20583864	2880.75692193	2870.97478981	2905.62828743	2964.27253758	2970.56908675	2982.22292115	3421.87855360	3450.41384936	3446.69150204
2387.0000	2824.72969013	3213.63867563	3189.77871184	3144.35031525	3055.08352964	3118.39675764	3121.81893812	3065.51152852	3088.42836103	3076.88637275	3049.05830227	3062.19663315	3040.57582927	3062.99735861	3008.10884006	2999.16784196	3056.02069642	3020.64111897	3042.26537357	2987.13579200	2936.08204521	2916.45532540	2908.95970398	2852.80717549	2835.69277264	2872.90521899	2862.60246761	2911.33980860	2963.75765328	2952.17169410	2960.51475762	3410.33028140	3424.96968858	3442.51932034
2386.0000	2804.28414962	3211.74545932	3177.41005966	3148.49771991	3040.77422239	3122.17496938	3103.99367400	3034.12629680	3095.52499092	3056.12252331	3041.79009669	3057.50928472	3036.50615979	3056.80637651	2996.36524957	2991.04844787	3019.49183868	3007.24304503	3035.53744012	2965.70385522	2931.01043315	2904.97966715	2907.56770795	2834.49928659	2821.10374424	2858.78093905	2857.25015738	2905.03648674	2957.78200264	2942.71007696	2925.39938999	3401.40085534	3394.45954545	3446.00996736
2385.0000	2787.15582194	3216.20697868	3153.90606987	3127.83672707	3031.82222656	3128.41851636	3094.29487205	3011.94083836	3095.17153770	3032.88190755	3048.16002184	3044.82153398	3022.36694467	3041.23847855	2998.31795333	2993.15435618	2986.18793391	2992.24951671	3013.50275947	2950.41533551	2933.38158973	2897.02820930	2903.97300591	2820.75580974	2809.60196736	2843.44650772	2855.37093980	2887.55125049	2944.12171500	2951.79073157	2894.85216788	3395.90739399	3372.04934446	3450.11173999
2384.0000	2781.71926252	3225.46357701	3129.44252922	3090.32462230	3034.36502578	3133.21784525	3094.33302773	3006.21535232	3085.44473185	3010.88538165	3055.40309969	3026.47785812	3005.04502186	3017.47725015	3007.48764873	3002.37335356	2968.50279400	2978.86146091	2987.61804724	2940.63966616	2943.54107761	2889.29441624	2892.79494276	2815.81611935	2799.74929160	2831.47931786	2855.78633029	2870.82121220	2922.02591781	2969.18233937	2881.98786038	3393.78112476	3365.75462428	3447.47385270
2383.0000	2789.73903163	3236.34246013	3119.67053947	3063.84134345	3045.06683477	3130.72530989	3102.02084771	3015.21356992	3074.14938875	2998.54933360	3050.47366813	3010.06097278	2996.32036208	2996.92857168	3011.92458588	3012.05874781	2968.79407946	2972.97963350	2970.24792412	2934.37908262	2952.22847316	2879.33096056	2875.21888979	2818.20468146	2796.96686416	2825.03189789	2860.09373749	2869.96072995	2899.80616874	2977.42978222	2886.95239051	3397.80203656	3374.62392711	3441.01999522
2382.0000	2804.31027597	3243.32770201	3129.89581796	3069.73180808	3055.07558963	3120.38226695	3112.90240827	3031.80032873	3067.61424501	3005.35549189	3032.55038383	3002.43643321	3002.36952099	2991.78917469	3008.37400365	3017.60357781	2983.51584274	2976.96893109	2967.15487665	2933.30839044	2953.33381129	2868.33672366	2861.42632934	2823.93669901	2806.33719048	2822.98969485	2869.66272453	2887.14762122	2889.75520529	2969.63862809	2901.22964982	3410.00835416	3389.13835773	3437.82251284
2381.0000	2815.08805016	3240.36707845	3149.63276545	3102.07404339	3061.20164961	3107.94929776	3119.32216140	3047.25194443	3063.57004011	3029.09148118	3010.54354179	3004.35930137	3017.61424361	3005.39664692	3005.02726965	3017.16313100	3005.65840995	2983.95820017	2975.44803709	2938.33986138	2952.23644269	2858.84935739	2861.51766708	2828.58121876	2822.07205182	2822.96907421	2880.68412519	2906.71809052	2896.86960393	2953.98948434	2917.21995943	3427.56117687	3398.63033947	3436.72226722
2380.0000	2817.31054355	3228.15514742	3164.11956660	3136.85257132	3068.62884473	3098.54865241	3113.30557514	3055.72170061	3057.83510417	3052.52481817	2992.48053884	3012.21327065	3029.89835507	3031.77963736	3009.81048657	3010.71543245	3025.89954101	2984.69313601	2987.10939188	2944.77159020	2957.79543537	2853.48360452	2875.31482240	2829.69781044	2830.73395667	2823.54490222	2887.16151176	2910.57818691	2916.90972041	2943.77622578	2932.08132327	3443.36908997	3401.00540235	3429.71498618
2379.0000	2813.65615283	3216.09588663	3167.26125199	3157.12002298	3081.03868747	3091.10967206	3093.57721917	3057.84933408	3051.64716699	3058.33419397	2980.93961102	3022.75145565	3031.23348406	3060.00901779	3019.48120821	3000.86885947	3034.91342135	2979.05132648	2994.86723345	2945.34854072	2968.17011833	2855.21373264	2892.34957106	2827.94114584	2825.06820304	2823.40799436	2888.10754025	2896.57748099	2943.96955708	2945.56848942	2944.99103074	3449.86583523	3402.84734916	3415.81970521
2378.0000	2806.24579307	3212.40266056	3161.94109476	3163.38202397	3092.70259685	3082.03823461	3069.46779452	3058.87807549	3048.12743621	3045.24489773	2976.55601854	3033.91799212	3023.74956440	3077.11619524	3023.62729469	2992.75008297	3026.62953805	2975.90348700	2996.75285457	2937.08459004	2969.40685380	2865.38288862	2901.11626019	2825.01195650	2810.61906769	2820.01964950	2887.02606075	2877.80288562	2974.00659954	2955.55903701	2954.80106658	3442.82558707	3408.15479613	3405.61307210
2377.0000	2791.57088066	3214.55879108	3152.85108754	3163.14472338	3094.59918003	3072.34313190	3056.07150154	3062.55628628	3046.43714706	3025.99641984	2980.43780853	3042.82662483	3016.66059526	3072.66184535	3018.53742218	2990.44700421	3002.41429228	2982.14224100	2995.73687808	2923.93328038	2950.23509083	2881.41277012	2898.12634801	2821.71032251	2798.48520421	2812.40549435	2884.19846513	2866.20690044	3000.34001380	2964.81934454	2961.12396907	3423.96776499	3411.34744682	3407.70530419
2376.0000	2768.31691494	3213.70078761	3143.75232303	3159.69360022	3085.91590308	3067.13093972	3063.99846170	3068.73307380	3045.20001225	3013.07569059	2991.77391395	3046.59051029	3017.91390861	3047.96589514	3013.19537236	2993.94351452	2974.34952147	2995.97649388	2994.28055198	2914.66484399	2916.83331800	2898.89482920	2889.69211119	2818.98339303	2795.48860850	2805.67949475	2874.89214518	2863.00150754	3012.41813940	2968.18607769	2965.81126204	3400.83690001	3406.23024200	3416.82275867
2375.0000	2747.11618486	3206.27988852	3138.98629117	3153.06765051	3074.96490077	3068.58749587	3092.40259172	3076.91735655	3049.33545235	3012.00212249	3007.11714688	3045.84880861	3027.61892353	3020.51470439	3019.38861299	3000.89510524	2960.89767242	3010.31900405	2990.36341994	2918.90190182	2890.87435402	2915.11748787	2885.83421799	2818.78494657	2802.18757805	2809.51748538	2857.60571165	2864.77561443	3004.46560085	2968.89190475	2972.42417725	3382.59477713	3398.43102880	3422.42609106
2374.0000	2744.53606495	3196.79495858	3141.43305164	3145.33349093	3070.05724600	3074.38597368	3129.94689908	3088.21852189	3067.07153873	3025.03531823	3024.42699368	3044.94778674	3038.62761754	3011.88655510	3037.69143776	3009.86343054	2972.86131446	3018.29396204	2981.33333549	2941.26343136	2891.87369995	2927.81260701	2891.00108016	2821.71599240	2815.51404324	2829.28014176	2839.95871820	2871.56892177	2983.78882231	2973.67710110	2983.97441632	3374.31410742	3401.12200548	3425.64747687
2373.0000	2765.09069912	3190.36050522	3147.93651774	3140.54109965	3073.82750914	3084.28244403	3160.82465803	3101.18463602	3098.32249116	3051.25213630	3044.43395945	3046.83284844	3043.42652526	3026.76816973	3056.06197466	3019.17163260	3001.99694462	3015.66521518	2970.85644565	2975.22027324	2920.18090963	2932.05370126	2899.81641240	2825.23165913	2829.48316154	2858.95252522	2832.52483898	2884.70876600	2966.21102229	2983.51219103	2999.46842442	3375.04435945	3417.91608382	3438.19862468
2372.0000	2793.82353695	3187.42845078	3150.85361438	3141.66690152	3085.05826593	3102.39732054	3171.01024975	3108.71683816	3129.14898824	3080.14517050	3064.75891765	3048.62262958	3040.33178308	3046.74546484	3062.49053616	3023.85953480	3026.79001724	3003.10680970	2967.66524026	3004.14896727	2955.75060739	2923.21191544	2903.17651382	2826.53417849	2836.23655001	2884.53355345	2838.35597850	2900.59911024	2961.77731727	2992.01320275	3011.62794467	3380.90238349	3437.26780615	3463.06685809
2371.0000	2809.36959930	3185.80027760	3145.98001654	3149.20291992	3100.02136022	3127.81827575	3153.76740714	3103.66895785	3140.95072141	3093.84554072	3076.21700065	3043.69971760	3033.12203263	3048.65476751	3056.96755341	3018.55027946	3031.00151965	2988.12071285	2975.37469052	3012.98654861	2973.94525696	2903.63283970	2898.60949416	2826.22834013	2831.68614174	2894.83485310	2851.41151517	2911.46175262	2965.97277712	2993.92275087	3010.78010585	3388.64262802	3446.83712665	3484.82915192
