

, Lambda = 10000.0, Ratio = 0.05, Itermax = 10
RamanShift (cm-1)	00:00:27	00:01:30	00:02:00	00:02:30	00:03:00	00:03:30	00:04:00	00:04:30	00:05:00	00:05:30	00:06:00	00:06:30	00:07:00	00:07:30	00:08:00	00:08:30	00:09:00	00:09:30	00:10:00	00:10:30	00:11:00	00:11:30	00:12:00	00:12:30	00:13:00	00:13:30	00:14:00	00:14:30	00:15:00	00:15:30	00:16:00	00:16:30	00:17:00	00:17:30
3.2310000e+03	2.4435900e+02	-7.3831276e+01	7.1446889e+02	2.6699707e+02	1.9179815e+02	5.6335845e+02	5.1494724e+02	5.2319042e+02	1.3959805e+02	1.5146265e+02	2.1633094e+02	7.5628857e+01	3.5831564e+02	6.3507398e+02	5.2774594e+02	6.3887715e+02	2.6442595e+02	2.7163759e+02	6.5946158e+02	5.0407618e+02	4.2946408e+02	5.6457974e+02	3.3907218e+02	4.0191579e+02	3.5772567e+02	7.7812000e+02	-5.7528413e+01	3.5096593e+02	3.1177501e+02	9.3710524e+02	5.3167898e+02	6.8263999e+02	6.1192671e+02	-7.4396619e+01
3.2300000e+03	-3.0198375e+01	-1.9010146e+02	4.0805190e+02	5.2421233e+01	1.1891795e+02	4.8383535e+02	2.5570411e+02	6.3972126e+01	3.6991021e+01	-1.9987601e+01	1.0738442e+02	3.1211328e+02	2.0262270e+02	6.8941444e+02	3.4357918e+02	5.8545173e+02	6.9148427e+01	5.7575709e+01	4.2441634e+02	2.5709603e+02	2.4083682e+02	4.7496023e+02	1.3479616e+02	2.8476069e+02	1.7741825e+02	5.1853553e+02	-1.0230924e+02	2.4939388e+02	1.2927724e+02	5.3897869e+02	3.0142412e+02	4.0587614e+02	3.9997569e+02	-1.7455928e+02
3.2290000e+03	-1.5192434e+02	-8.7738541e+01	-5.0481533e+01	-2.0287298e+02	-3.1903125e+01	3.0139049e+02	1.8803617e+02	-3.1216181e+02	3.8390263e+01	-2.2281306e+02	-4.9755111e+01	4.0212416e+02	-8.4302691e+01	4.6696053e+02	1.7446633e+02	5.4819089e+02	-2.8560213e+02	-9.0874590e+01	1.1235248e+02	1.7754148e+02	2.9870101e+01	3.3372504e+02	-1.1250488e+02	6.4404824e+01	3.2865274e+01	1.9523424e+02	-8.5575714e+00	1.5872982e+02	-7.0706462e+01	1.1596982e+02	1.3345507e+02	-1.9095381e+01	8.5398079e+01	-1.4583621e+02
3.2280000e+03	5.5208536e+01	1.9908971e+02	-2.0547170e+02	-1.6042913e+02	-6.1179601e+01	2.8483408e+02	3.6699593e+02	-2.1641242e+02	2.1994113e+02	-2.5120104e+02	-5.7639068e+01	3.1498353e+02	-2.0147952e+02	2.6207532e+02	2.2581488e+02	4.2979863e+02	-4.9547563e+02	-5.4184543e+01	4.2720833e+01	4.5867479e+02	-3.3903311e+01	3.0564416e+02	-1.3610072e+02	8.4179650e+01	1.0222179e+02	1.7511585e+02	1.4037509e+02	6.0734566e+01	-1.4437978e+01	1.8957960e+02	1.2164542e+02	-2.3825655e+02	-1.9318749e+01	-6.2135769e+01
3.2270000e+03	4.9075850e+02	5.0038495e+02	7.4077648e+01	2.0834949e+02	7.8403788e+01	5.3344709e+02	6.5518311e+02	3.2003899e+02	5.7297446e+02	-3.0028562e+01	6.4625058e+01	2.0749112e+02	4.1368609e+01	3.9121434e+02	5.1620631e+02	3.9490428e+02	-2.1226478e+02	1.6883564e+02	2.1982687e+02	7.5315006e+02	6.5814681e+01	3.2215807e+02	9.2506006e+01	4.5943396e+02	3.9604520e+02	5.1234942e+02	2.4197193e+02	8.9957270e+01	1.4105129e+02	6.4742786e+02	3.2091427e+02	-2.7138713e+01	2.7308074e+02	6.8782568e+01
3.2260000e+03	7.1697619e+02	6.8640520e+02	3.5284227e+02	5.3992171e+02	1.7037866e+02	8.3287462e+02	8.0734271e+02	7.5389816e+02	8.6026492e+02	2.2280353e+02	1.3293240e+02	1.8886678e+02	3.5840376e+02	7.3488434e+02	7.4515322e+02	6.5634622e+02	2.6227434e+02	4.2118878e+02	4.3696755e+02	7.2736748e+02	2.1429078e+02	2.8660889e+02	3.3862691e+02	9.2461767e+02	7.2793955e+02	7.8597606e+02	3.2151075e+02	2.6275562e+02	2.8054414e+02	8.3760211e+02	5.2880741e+02	3.2447049e+02	6.6444748e+02	2.7437969e+02
3.2250000e+03	6.0247870e+02	6.8291937e+02	3.2199193e+02	5.5822830e+02	1.4325834e+02	8.9066997e+02	6.8275042e+02	7.0256392e+02	8.3731713e+02	3.3148486e+02	1.0086279e+02	2.5288508e+02	4.9420652e+02	8.7602990e+02	6.4879420e+02	9.3305423e+02	3.9601844e+02	4.6784993e+02	5.3080333e+02	5.4743785e+02	3.4342397e+02	2.5783231e+02	4.3264206e+02	1.1054504e+03	8.0520608e+02	7.5126827e+02	4.5916102e+02	4.7672529e+02	5.0523721e+02	6.8180276e+02	5.0730389e+02	4.2549080e+02	7.6554878e+02	5.2040278e+02
3.2240000e+03	4.6923318e+02	5.1395607e+02	1.9192581e+02	3.2609996e+02	1.3907261e+02	6.3797775e+02	4.4946381e+02	3.7446223e+02	6.2401173e+02	3.2102768e+02	1.0335433e+02	3.5589641e+02	5.3235831e+02	6.8857714e+02	3.8325197e+02	8.7329326e+02	2.2322587e+02	2.9101373e+02	5.2130559e+02	5.4853292e+02	4.6286116e+02	2.5369183e+02	4.2311636e+02	9.0342158e+02	5.7250297e+02	6.2875524e+02	5.3774420e+02	6.7508052e+02	7.5728352e+02	6.5991700e+02	3.0194149e+02	4.1215197e+02	6.1245214e+02	6.6805317e+02
3.2230000e+03	4.7312576e+02	3.3540476e+02	2.2848025e+02	4.1898541e+01	2.3109411e+02	3.4643789e+02	4.4596108e+02	1.9226824e+02	5.2630674e+02	2.4334072e+02	2.6128139e+02	4.3715958e+02	5.6021219e+02	4.8426017e+02	3.1844926e+02	6.5176877e+02	1.1523340e+02	1.4753397e+02	5.4904041e+02	7.7549786e+02	5.1011096e+02	1.9655147e+02	4.2031462e+02	6.0557461e+02	3.9201575e+02	6.2691320e+02	4.0344662e+02	7.8807357e+02	8.2337271e+02	8.1326284e+02	9.1522409e+01	5.7400950e+02	4.5573862e+02	6.1466906e+02
3.2220000e+03	4.0526157e+02	2.8713605e+02	4.0752945e+02	-1.3155658e+02	3.8968094e+02	3.2319840e+02	7.3679225e+02	2.7315462e+02	5.7387571e+02	1.9949918e+02	4.7682218e+02	4.2917673e+02	5.1686821e+02	4.6692815e+02	4.5891774e+02	5.6396099e+02	1.6704868e+02	1.9796540e+02	6.1512998e+02	9.8762953e+02	4.0369455e+02	1.6928391e+02	4.2573815e+02	4.8085038e+02	5.0876471e+02	6.7038392e+02	2.3677065e+02	7.2879896e+02	6.6832115e+02	7.6900349e+02	-2.5606558e+01	7.0287677e+02	3.1747957e+02	3.9587120e+02
3.2210000e+03	1.3913212e+02	3.2632722e+02	5.7091404e+02	-1.4224787e+02	5.1291537e+02	4.8393125e+02	9.4706545e+02	4.1583987e+02	5.6200428e+02	2.9828404e+02	4.8611584e+02	3.0934958e+02	3.5555223e+02	4.5592587e+02	4.3355185e+02	5.6088074e+02	2.1113025e+02	3.3513339e+02	5.5727688e+02	9.1403164e+02	2.0436416e+02	3.5018825e+02	3.5737422e+02	4.7231640e+02	6.6537846e+02	5.5347201e+02	2.6977107e+02	5.3082307e+02	4.9411370e+02	4.0310069e+02	-1.6894004e+01	5.0283253e+02	9.7308977e+01	1.2992877e+02
3.2200000e+03	-7.5031592e+01	3.1877859e+02	5.7476772e+02	-1.0201392e+02	4.5147535e+02	5.1797729e+02	7.5798327e+02	4.6000697e+02	4.3201143e+02	4.0463644e+02	2.4962733e+02	1.4217702e+02	1.3231482e+02	3.1894627e+02	1.6861297e+02	4.9817470e+02	1.4748943e+02	4.0612980e+02	3.6871686e+02	4.9698872e+02	6.9799089e+01	5.9702651e+02	2.1557509e+02	4.6985298e+02	6.0048173e+02	2.3259478e+02	3.1749540e+02	3.5048771e+02	5.0097985e+02	-5.5508756e+01	1.0368875e+02	1.9288721e+02	-8.7149850e+01	-2.2520573e+01
3.2190000e+03	4.2926555e+01	2.3555537e+02	3.8028897e+02	-1.2783627e+02	2.5088846e+02	3.9034887e+02	3.7051286e+02	4.2449603e+02	3.3773534e+02	3.2387764e+02	8.1958910e+01	1.3195829e+01	-3.9287620e+01	2.3198110e+02	3.2546290e+01	3.6258176e+02	3.2152972e+01	3.4930657e+02	1.9173601e+02	-1.8701747e+01	1.2003587e+02	5.4794672e+02	1.1477301e+02	4.5761851e+02	3.9522796e+02	-3.8238055e+01	1.4615419e+02	2.9534568e+02	6.3464775e+02	-2.7532755e+02	2.7619714e+02	1.2848172e+02	-3.5246865e+01	-7.8994739e+00
3.2180000e+03	3.1634051e+02	1.4175868e+02	1.2270756e+02	-1.9548628e+02	1.2501271e+02	3.0225585e+02	1.3402110e+02	3.5402685e+02	3.4866125e+02	1.5133657e+02	1.9937248e+02	-8.4179201e+01	-7.1630684e+01	3.3791043e+02	1.4473959e+02	2.3235906e+02	-5.3246576e+01	2.0365768e+02	5.3354044e+01	-2.8392434e+02	3.1476751e+02	2.4738125e+02	1.1890452e+02	3.5917254e+02	1.7597051e+02	-1.0109066e+02	-3.1069940e+01	2.9009358e+02	6.3787385e+02	-1.6743716e+02	3.9751187e+02	2.7732619e+02	1.4083073e+02	9.2991203e+00
3.2170000e+03	3.7751284e+02	8.0203306e+01	-3.8863814e+01	-2.9746062e+02	8.4272615e+01	3.1631412e+02	4.6621243e+01	3.0572817e+02	3.2053048e+02	4.7297313e+01	4.2211310e+02	-1.6037163e+02	3.2833347e+01	5.0251277e+02	2.2701023e+02	2.2571205e+02	-8.8442772e+01	9.3686779e+01	-3.7637138e+01	-1.9141388e+02	4.3547670e+02	1.3398326e+02	1.8361772e+02	1.6984185e+02	2.5088369e+01	-1.2033692e+02	5.6563260e+01	1.9165328e+02	3.9586469e+02	3.3547443e+01	3.3509062e+02	4.0087453e+02	1.4236540e+02	-4.0743324e+01
3.2160000e+03	2.5045012e+02	7.6387305e+01	-5.6700674e+01	-4.6794140e+02	9.3014331e+00	3.7490872e+02	-1.9144055e+01	3.3136469e+02	1.8072734e+02	6.5872151e+00	4.5071732e+02	-1.0424912e+02	1.4567064e+02	5.2855647e+02	2.2544303e+02	3.0564025e+02	-8.1475409e+01	6.4099454e+01	-2.8063600e+01	1.8101129e+01	3.4720255e+02	3.3706776e+02	2.6611344e+02	3.0985899e+01	6.3890901e+01	-9.7634734e+01	2.7807501e+02	2.0020331e+01	6.9469139e+01	1.8659347e+02	8.4444949e+01	4.1999446e+02	-1.2509762e+01	2.5750851e+01
3.2150000e+03	2.1295118e+02	1.6930020e+02	2.8981988e+01	-5.2356690e+02	-2.5341764e+01	4.5700552e+02	-5.8472765e+01	3.1118066e+02	8.0349301e+01	7.1236254e+01	2.0806955e+02	1.1269672e+02	1.4443720e+02	4.0730149e+02	2.9664922e+02	2.6579095e+02	-4.1421689e+01	4.5892842e+01	-4.7782258e+00	6.2642293e+01	1.7648218e+02	5.6443703e+02	3.4690224e+02	3.2802455e+00	2.4318745e+02	1.8822786e+02	3.8699976e+02	-5.3151451e+01	-1.4189774e+02	3.4742143e+02	-1.2255598e+02	4.3672465e+02	-2.9240232e+01	2.3016093e+02
3.2140000e+03	3.3189046e+02	3.2199023e+02	7.9250633e+01	-2.4498616e+02	6.5498467e+01	4.5858248e+02	-1.0660937e+02	1.3185588e+02	8.9705123e+01	2.7143518e+02	-1.0422937e+02	2.7468683e+02	1.2659777e+02	3.0034041e+02	2.9261864e+02	8.9779472e+01	-1.3067463e+00	6.0858649e+01	-3.9817746e+01	-3.7361345e+01	7.2725715e+01	6.1493285e+02	3.6842002e+02	6.4611954e+01	3.2966049e+02	5.9967028e+02	3.3144475e+02	5.4342707e+01	-1.8176146e+02	4.6910091e+02	-8.3547194e+01	4.8967743e+02	1.4238197e+02	3.1801227e+02
3.2130000e+03	4.4628354e+02	3.9491347e+02	2.3273613e+00	1.2513670e+02	1.4702064e+02	2.4089701e+02	-1.8842362e+02	-2.4639862e+01	5.9672007e+01	3.8423268e+02	-2.0813303e+02	2.4314544e+02	2.3510558e+02	3.3843382e+02	5.1453243e+01	-3.5786750e+01	-3.5835884e+00	1.6744061e+02	-9.4337983e+00	-6.9211631e+01	4.0474657e+01	5.0086143e+02	3.0865083e+02	1.6002134e+02	2.2818149e+02	7.4356638e+02	1.6802589e+02	2.0492821e+02	-9.6472792e+01	5.0156441e+02	6.3515250e+01	4.4041624e+02	2.8214846e+02	2.0952597e+02
3.2120000e+03	4.3121566e+02	3.5293373e+02	-5.1310099e+01	1.6313002e+02	1.2503665e+02	-4.6401349e+01	-1.4636143e+02	4.7909429e+01	-6.9483813e+01	2.4906130e+02	-3.8977012e+01	1.8452001e+02	3.5900342e+02	4.5681958e+02	-1.3956515e+02	-5.7428695e+01	-4.8312770e+00	2.6299071e+02	1.4908636e+02	2.2820983e+01	8.2054137e+01	2.9491473e+02	2.7270622e+02	1.4311611e+02	7.4553805e+01	5.9737431e+02	2.6958007e+01	2.1071428e+02	2.0608171e+01	5.3880979e+02	6.6827149e+01	2.4048107e+02	3.3712694e+02	8.5955135e+01
3.2110000e+03	3.4870862e+02	3.5381795e+02	3.1335782e+01	-3.0299894e+01	1.2127484e+02	-7.7411362e+01	1.0566840e+02	2.6810105e+02	-1.3332099e+02	6.6554249e+01	2.1502605e+02	2.2725942e+02	3.6102306e+02	4.6233476e+02	-3.2037429e+01	2.0069271e+00	1.3001448e+02	2.5243141e+02	3.2467294e+02	1.4955825e+02	1.9984307e+02	1.3099992e+02	3.1015071e+02	1.0080280e+01	5.8664497e+01	4.8249155e+02	4.8938980e+01	9.5116589e+01	8.2108351e+01	5.8508056e+02	-5.2493132e+00	8.4902481e+01	4.2829789e+02	3.0918779e+01
3.2100000e+03	3.1202551e+02	4.9845102e+02	9.0649392e+01	-3.6076452e+01	2.2441233e+02	1.6361941e+02	3.9977673e+02	4.8018149e+02	-3.1301756e+00	3.4547558e+01	3.4921248e+02	2.4930146e+02	3.5538005e+02	2.8999785e+02	1.6177410e+02	2.2382595e+02	3.8544078e+02	2.4822540e+02	4.1304971e+02	3.1660078e+02	2.8471249e+02	1.1136343e+02	2.6735578e+02	-1.2787812e+01	2.3659263e+02	5.8385967e+02	1.9896233e+02	5.2739043e+01	1.3202924e+02	5.3344915e+02	7.8452060e+01	1.3763560e+02	5.3921077e+02	1.7568751e+01
3.2090000e+03	2.9914896e+02	6.9538134e+02	6.3209316e+01	1.7524696e+02	3.2059412e+02	3.7522162e+02	5.8016140e+02	6.2702405e+02	2.4184046e+02	8.0938597e+01	3.3438706e+02	2.0554912e+02	4.6264729e+02	1.2435844e+02	2.4784902e+02	5.6464810e+02	5.1275048e+02	3.6308829e+02	3.6975664e+02	5.3122217e+02	2.4420312e+02	2.2557412e+02	8.8744531e+01	1.2528749e+02	4.1985025e+02	7.8125572e+02	3.5651765e+02	1.6398028e+02	3.2073717e+02	3.8963754e+02	2.6805361e+02	3.8745391e+02	5.7583564e+02	1.2137259e+02
3.2080000e+03	2.4384858e+02	7.6313079e+02	9.5661274e+01	2.7014897e+02	2.6027200e+02	3.5158057e+02	6.3727938e+02	6.1848742e+02	4.2672062e+02	1.1077864e+02	2.7891132e+02	2.1001229e+02	5.6436029e+02	1.5751842e+02	3.1048354e+02	7.0080605e+02	4.0900847e+02	4.5028620e+02	2.1428837e+02	6.1133411e+02	1.2376820e+02	3.9874563e+02	-3.2491902e+01	1.9077487e+02	3.2429179e+02	8.3144783e+02	4.4224331e+02	3.0352626e+02	6.1488362e+02	2.4221244e+02	3.3952784e+02	7.0925536e+02	5.1941918e+02	3.1252967e+02
3.2070000e+03	1.3337256e+02	5.2322035e+02	1.5544383e+02	7.6831998e+01	5.7180426e+01	1.3219153e+02	5.4597181e+02	3.6777424e+02	4.4119785e+02	1.3203896e+02	2.1508788e+02	1.9658247e+02	4.6932113e+02	2.7742427e+02	3.3469810e+02	4.1846971e+02	2.7369130e+02	2.5873072e+02	1.8317809e+01	4.4435953e+02	-1.2904931e+01	4.3621476e+02	-5.3383984e+01	3.9865440e+01	-7.4273125e+01	6.4192240e+02	3.1848628e+02	3.1544666e+02	7.4812079e+02	1.2169736e+02	2.5524170e+02	8.1860218e+02	3.3265111e+02	2.9972528e+02
3.2060000e+03	9.6637127e+00	7.8926234e+01	9.9557446e+01	-2.1075144e+02	-1.1945467e+02	-1.0296920e+02	2.8815523e+02	5.1712454e+00	2.9974580e+02	1.5042547e+02	6.9717591e+01	3.1997625e+01	2.1248087e+02	2.3023010e+02	1.8837471e+02	-4.9068459e+00	2.4307001e+02	-1.4283750e+02	-1.6026158e+02	2.7155201e+02	-1.3545905e+02	2.0522311e+02	-1.2713706e+02	-1.8441791e+02	-4.3465290e+02	4.0444601e+02	-1.4900754e+01	1.9772660e+02	6.4885931e+02	2.9326576e+01	1.5264307e+02	5.2125855e+02	5.0924562e+01	2.7044310e+01
3.2050000e+03	2.6956037e+01	-7.9486766e+01	-4.1779050e-01	-2.7846028e+02	-9.6362241e+01	-1.5096391e+02	1.3993593e+01	-1.7570415e+02	1.0642844e+02	1.7468688e+02	-8.0175087e+01	-1.0617736e+02	8.6571288e+01	4.8437264e+01	-4.3887607e+01	-1.5123373e+02	2.6468655e+02	-3.3592533e+02	-2.1199971e+02	3.4257635e+02	-1.5946593e+02	-2.7959438e+01	-1.5890255e+02	-2.1354677e+02	-4.1542839e+02	3.5799853e+02	-2.1479452e+02	9.5729228e+01	5.6047615e+02	1.0633168e+01	1.5104684e+02	8.8783932e+01	-9.6139428e+01	-1.2518503e+02
3.2040000e+03	1.9756229e+02	2.1347947e+02	-4.6312790e+01	-9.4819286e+01	1.3355107e+02	1.2250146e+01	-8.2137717e+01	-7.2060691e+01	-4.1090833e+01	1.7711094e+02	-5.6446830e+01	-1.5945520e+01	2.3288766e+02	-5.6182117e+01	-1.7411772e+02	-4.1852848e+01	2.9597122e+02	-1.1446663e+02	-4.0456394e+01	4.6369083e+02	-3.6570034e+01	2.0173357e+01	3.3705313e+01	5.3936557e+00	-1.0588503e+02	4.1406542e+02	-8.7141464e+01	6.7080370e+01	5.5389737e+02	9.1019364e+01	2.0494335e+02	-9.5621820e+01	-2.9254817e+01	-7.5995389e+00
3.2030000e+03	1.8702953e+02	4.1332901e+02	-7.0948423e+01	5.8085935e+01	3.5365943e+02	1.5878912e+02	-1.6689762e+01	7.8282990e+01	-8.9420573e+01	4.5501121e+01	8.6639031e+01	1.2912775e+02	3.5777287e+02	-9.4900764e+01	-1.8426760e+02	6.4763154e+01	3.0140269e+02	2.1015987e+02	1.9780647e+02	2.9468849e+02	8.4882731e+01	1.1663702e+02	2.3994711e+02	1.8340324e+02	1.0224746e+02	3.1447163e+02	9.2401756e+01	-6.4828896e+00	4.3261332e+02	1.7951036e+02	1.2750718e+02	-5.4498664e+01	3.9115805e+01	8.4202702e+01
3.2020000e+03	-8.7382635e+01	2.0804097e+02	2.9730936e+00	3.9323212e+01	3.6030927e+02	1.4346493e+02	4.3522579e+01	5.4476660e+01	2.9515347e+01	-1.5289079e+02	1.7754521e+02	1.4999836e+02	2.0595264e+02	-1.2101875e+02	-7.8362410e+01	1.8668026e+02	2.4328379e+02	2.8519064e+02	3.0457094e+02	-2.7582419e+01	4.4099722e+01	-7.8562086e+00	1.9348496e+02	1.1089506e+02	8.6472792e+01	1.5062354e+02	1.3219195e+02	-9.9783382e+01	2.4412271e+02	2.0854896e+02	-5.2816665e+01	6.4286774e+01	6.2455677e+01	5.5397062e+01
3.2010000e+03	-1.5629115e+02	5.4860307e+01	2.7660296e+02	1.0895984e+01	2.7285451e+02	1.4078254e+02	4.2244714e+01	-2.2757280e+01	3.4304860e+02	-1.0591621e+02	2.1011235e+02	2.0532883e+02	2.2284481e+01	3.1908893e+01	2.2463928e+02	4.2323281e+02	1.8346415e+02	1.7650996e+02	3.8813896e+02	-3.3553817e+01	-4.3682701e+01	-9.1641123e+01	8.4495752e+01	-1.5157778e+01	9.8895235e+01	2.3204465e+02	1.9116155e+02	3.8948804e+01	2.6644045e+02	3.0133744e+02	-1.0269380e+01	3.0348009e+02	1.9827483e+02	1.2714017e+02
3.2000000e+03	1.8156240e+02	2.4547910e+02	5.1693472e+02	3.3327544e+01	3.4014993e+02	2.7522500e+02	7.0798100e+01	4.3069109e+01	6.6593120e+02	1.8390139e+02	2.1692309e+02	3.7833664e+02	8.0449589e+01	3.4185372e+02	5.8715824e+02	5.9600718e+02	2.0105649e+02	1.2844992e+02	5.5243758e+02	3.1154036e+02	1.0711746e+01	1.3762592e+02	1.8520536e+02	3.9516234e+01	2.5366346e+02	5.0107286e+02	3.0409497e+02	3.9688434e+02	4.4814907e+02	5.3106881e+02	2.9372259e+02	5.7163939e+02	3.4899794e+02	3.0861725e+02
3.1990000e+03	5.2203014e+02	4.2821563e+02	4.1180366e+02	-4.2107594e+01	4.8332304e+02	3.4301106e+02	1.7699320e+02	1.8171982e+02	7.1437864e+02	2.6637853e+02	1.9694978e+02	4.1741998e+02	1.7254093e+02	4.2593911e+02	6.5072321e+02	5.2543621e+02	2.9762282e+02	1.6521284e+02	6.0447771e+02	5.3318652e+02	1.1940573e+02	3.9062199e+02	3.7294787e+02	1.9766467e+02	3.5693572e+02	6.3594893e+02	3.0192183e+02	5.9056177e+02	4.6626847e+02	6.7036967e+02	4.4082811e+02	5.8241539e+02	3.2042855e+02	3.9367266e+02
3.1980000e+03	5.7462244e+02	3.9731147e+02	1.1308866e+02	-1.6440341e+02	4.3037107e+02	2.3606315e+02	2.6408431e+02	2.3178004e+02	4.7892604e+02	2.5081235e+01	2.2320962e+02	1.8605326e+02	4.7601343e+01	1.4441373e+02	3.8392384e+02	3.4772281e+02	4.1241531e+02	1.7820637e+02	4.5118434e+02	4.2891165e+02	1.2454478e+02	3.0370825e+02	4.1471617e+02	2.9219347e+02	3.0349423e+02	5.7126536e+02	1.9079246e+02	4.6610829e+02	2.6223951e+02	5.0968523e+02	2.5253022e+02	3.5462241e+02	2.2552338e+02	3.3549356e+02
3.1970000e+03	4.2338379e+02	3.7934250e+02	-6.6555547e+00	-7.6748835e+01	1.8967798e+02	1.6461833e+02	2.2639631e+02	1.8427348e+02	2.4348952e+02	-1.1927334e+02	2.8467518e+02	-8.2594022e+01	-1.3661910e+02	-1.6360310e+02	1.5707831e+02	2.7296244e+02	4.1137589e+02	1.6747302e+02	2.8279769e+02	2.9195017e+02	1.0851621e+02	5.8950009e+01	3.0074262e+02	2.8119729e+02	2.0811174e+02	4.8035392e+02	7.4375261e+01	2.8217070e+02	3.5440595e+01	2.1453872e+02	4.5959791e+01	2.0850028e+02	1.8520650e+02	2.1599655e+02
3.1960000e+03	1.8704774e+02	4.4570442e+02	4.6954035e+01	1.9432090e+02	-1.6223587e+01	1.8850585e+02	1.2554224e+02	9.5300509e+01	1.8941366e+02	-1.9384071e+00	2.5345723e+02	-1.5440211e+02	-1.8830918e+02	-1.9436638e+02	1.2993256e+02	2.7765901e+02	2.4878244e+02	1.5317894e+02	1.7999415e+02	2.9399062e+02	1.8145573e+02	3.4618120e+01	1.1842244e+02	1.8208343e+02	1.5493887e+02	4.8628817e+02	-5.6337442e+01	2.3977621e+02	-9.3644444e+01	8.5236769e+01	5.7874236e+01	2.0744326e+02	8.6377070e+01	9.2251666e+01
3.1950000e+03	-1.4040411e+01	4.3906335e+02	7.9424567e+01	3.3644127e+02	-1.0597722e+02	1.2028181e+02	1.0848234e+02	1.7084339e+01	2.1817312e+02	1.1045184e+02	2.1080936e+02	-4.5444314e+01	-1.7465664e+02	9.7007548e+00	1.1289202e+02	2.4620097e+02	1.2151864e+02	7.0998566e+01	5.9215615e+01	3.1176792e+02	2.7772789e+02	1.9138568e+02	-2.0231459e+01	5.7378188e+01	1.5466984e+02	6.0693676e+02	-1.2022015e+02	2.9178682e+02	-9.6098236e+01	1.7626355e+02	1.8955326e+02	1.5653127e+02	-5.4511966e+01	7.0120159e+01
3.1940000e+03	-6.0553571e+01	3.5020159e+02	1.4104164e+02	2.2589155e+02	-1.3538623e+02	-3.2742701e+01	1.7699902e+02	2.0617902e+01	1.8136859e+02	1.1477006e+02	3.5187393e+02	1.1688290e+02	-1.3649424e+02	2.2388316e+02	1.8231322e+01	2.1528237e+02	1.6092266e+02	-6.2668752e+01	-2.9900860e+01	2.9955316e+02	3.1002552e+02	2.3494534e+02	9.2761236e+00	8.2313314e-01	2.2319579e+02	7.6475832e+02	9.1350618e+00	2.9766512e+02	2.3905434e+01	3.2406061e+02	2.9042748e+02	4.6490334e+01	-5.7043358e+01	2.2831388e+02
3.1930000e+03	6.8528879e+00	2.6216768e+02	2.7652408e+02	1.5633522e+01	-1.1805956e+02	-8.3995927e+01	2.2138244e+02	1.0621633e+02	8.6457338e+01	1.2377955e+02	5.3392138e+02	2.1167445e+02	-2.3381831e+01	2.7875379e+02	-7.2730030e+01	2.7307095e+02	2.0719993e+02	-1.1418118e+02	1.2408309e+01	2.8531058e+02	2.3867592e+02	1.0189094e+02	1.3469794e+02	1.9992032e+01	3.0118626e+02	8.3211940e+02	1.6563948e+02	1.3086100e+02	1.6862351e+02	3.9417138e+02	2.8481493e+02	2.0367329e+01	7.2031728e+01	4.2812801e+02
3.1920000e+03	1.2941268e+02	1.9252856e+02	3.3794085e+02	-7.8202088e+01	-2.1291331e+00	2.8259264e+01	2.3947138e+02	2.0477046e+02	3.7372969e+01	1.7289245e+02	4.7568540e+02	2.1481131e+02	9.6597396e+01	2.2606516e+02	-1.1588532e+02	4.0846283e+02	1.6365816e+02	-3.1210170e+01	1.3107204e+02	2.3465152e+02	7.1248516e+01	-3.2520792e+01	1.6076282e+02	8.7904458e+01	2.9913147e+02	7.8274565e+02	1.6115212e+02	-1.2724354e+02	2.4316377e+02	4.1055032e+02	1.8209463e+02	1.1501503e+02	2.0860295e+02	4.8136960e+02
3.1910000e+03	3.4703611e+02	1.5941901e+02	3.1091728e+02	7.5473654e+01	2.1507226e+02	2.2880544e+02	2.9424206e+02	2.7485045e+02	6.9690287e+01	2.5616569e+02	2.8136832e+02	2.5321764e+02	1.4396378e+02	2.4971239e+02	-5.7929516e+01	5.6091851e+02	1.7562972e+02	1.1628273e+02	2.3318436e+02	1.8798343e+02	-5.7594145e+01	-3.9481010e+01	9.8445392e+01	2.5948735e+02	2.3661713e+02	6.9956428e+02	1.7549044e+02	-1.8032020e+02	2.4794359e+02	4.5170911e+02	1.2065673e+02	2.8034087e+02	2.9490514e+02	3.8189329e+02
3.1900000e+03	5.7048959e+02	1.2745791e+02	2.9620495e+02	2.9411833e+02	3.8500595e+02	3.2851607e+02	3.1688886e+02	2.5103652e+02	1.1128596e+02	3.1076925e+02	2.0191807e+02	3.5233596e+02	1.6392834e+02	3.4051381e+02	1.1587169e+02	6.1021331e+02	3.0119198e+02	2.5198405e+02	2.7881362e+02	2.0037811e+02	-2.9795544e+01	2.9115958e+01	4.5145040e+01	5.0369590e+02	1.3869868e+02	6.1391525e+02	3.4919990e+02	4.7477976e+01	1.8700626e+02	4.8703280e+02	1.7570155e+02	4.0877159e+02	2.8218848e+02	1.7786513e+02
