q,I,I_baseline,I_diff
2.8882335,38.61293,34.85627699094837,3.7566530090516252
2.9100399,38.764439,35.481619966763176,3.2828190332368266
2.9318464,38.76606,36.077988427073755,2.6880715729262477
2.9536529,39.413696,36.64397693165188,2.769719068348124
2.9754594,39.582729,37.178247743146535,2.4044812568534653
2.9972659,39.361073,37.679474140375866,1.6815988596241311
3.0190723,39.505527,38.146389650422535,1.3591373495774661
3.0408788,39.683369,38.579021478370734,1.1043475216292649
3.0626853,39.584007,38.978669971545855,0.6053370284541444
3.0844918,39.536026,39.34771204727836,0.18831395272164286
3.1062983,39.55999,39.68912925510223,-0.12913925510223123
3.1281048,39.752068,40.00609144025611,-0.25402344025610546
3.1499112,40.179153,40.30163931092245,-0.12248631092244722
3.1717177,40.290939,40.57855955535315,-0.28762055535315056
3.1935242,40.893578,40.83951638636042,0.05406161363957551
3.2153307,41.213055,41.086886408256,0.12616859174399764
3.2371372,41.235928,41.32310021612225,-0.0871722161222479
3.2589436,40.98703,41.550714091550766,-0.563684091550769
3.2807501,41.419624,41.772197224200134,-0.35257322420013537
3.3025566,41.773342,41.98945513213154,-0.2161131321315395
3.3243631,41.749104,42.20404081940267,-0.4549368194026684
3.3461696,42.167114,42.417291314837925,-0.25017731483792716
3.367976,42.615177,42.630088754254174,-0.014911754254171683
3.3897825,42.854225,42.8430652447747,0.011159755225300216
3.411589,42.895313,43.05683804979171,-0.161525049791706
3.4333955,43.043747,43.27203552764377,-0.2282885276437696
3.455202,43.486385,43.48912472981491,-0.0027397298149125504
3.4770084,43.954849,43.708344591245336,0.24650440875466728
3.4988149,44.310192,43.92993132056053,0.3802606794394734
3.5206214,44.114685,44.15435840816458,-0.03967340816458176
3.5424279,44.230473,44.38244045115024,-0.15196745115023447
3.5642344,44.846004,44.614952496384014,0.23105150361598703
3.5860409,45.308983,44.8525177964082,0.4564652035917973
3.6078473,45.414665,45.09598443945974,0.3186805605402583
3.6296538,45.590893,45.34658837962058,0.2443046203794239
3.6514603,45.946358,45.60586836500933,0.34048963499066787
3.6732668,46.05484,45.87560109185479,0.1792389081452086
3.6950733,45.788441,46.15788512827189,-0.3694441282718941
3.7168797,46.424908,46.454995765929105,-0.030087765929103227
3.7386862,46.877552,46.7688389012984,0.10871309870159962
3.7604927,46.936375,47.10129041135782,-0.16491541135782484
3.7822992,46.726044,47.45433411126587,-0.7282901112658706
3.8041057,46.893715,47.82978901502539,-0.9360740150253903
3.8259121,47.467239,48.228745850739706,-0.7615068507397069
3.8477186,47.690746,48.651359273415544,-0.9606132734155466
3.8695251,47.798428,49.09702243444101,-1.2985944344410072
3.8913316,48.955536,49.56416787267887,-0.6086318726788704
3.9131381,50.095192,50.04992953261484,0.04526246738515738
3.9349445,50.764389,50.55083273603944,0.21355626396056238
3.956751,51.15089,51.063447895984424,0.0874421040155724
3.9785575,51.855064,51.58455567856917,0.2705083214308317
4.000364,52.350101,52.1110237236305,0.2390772763694997
4.0221705,53.061134,52.63998350408597,0.4211504959140342
4.0439769,53.361706,53.16880102789206,0.19290497210793944
4.0657834,54.404907,53.69522853443043,0.7096784655695743
4.0875899,54.788368,54.2172086715158,0.5711593284841996
4.1093964,55.113441,54.73303153321808,0.38040946678192
4.1312029,55.646935,55.24141861444771,0.4055163855522892
4.1530094,55.865379,55.74144868341278,0.12393031658722009
4.1748158,56.742035,56.23257582857815,0.5094591714218524
4.1966223,57.017021,56.71437715218023,0.30264384781977327
4.2184288,56.963245,57.18685603303865,-0.22361103303865093
4.2402353,57.12431,57.65030856927761,-0.5259985692776112
4.2620418,57.865147,58.104807335896155,-0.2396603358961542
4.2838482,57.720879,58.54989892522185,-0.82901992522185
4.3056547,58.759388,58.98489035005675,-0.22550235005675034
4.3274612,59.812542,59.40825960515324,0.40428239484676
4.3492677,59.831749,59.818259265364915,0.013489734635086847
4.3710742,60.300171,60.21351855009851,0.0866524499014858
4.3928806,60.572929,60.59268013362502,-0.01975113362501446
4.4146871,60.817997,60.95447294498234,-0.13647594498234383
4.4364936,61.683491,61.29760619718454,0.385884802815454
4.4583001,61.817745,61.62065271261342,0.1970922873865817
4.4801066,61.818672,61.922553269809875,-0.10388126980987522
4.501913,62.734581,62.20244394880318,0.5321370511968198
4.5237195,62.821407,62.4593570172617,0.3620499827382986
4.545526,63.017097,62.692794415987386,0.3243025840126137
4.5673325,63.574539,62.90260995355439,0.6719290464456122
4.589139,63.439476,63.08897560426213,0.3505003957378676
4.6109454,63.995598,63.252566202733675,0.7430317972663261
4.6327519,64.484856,63.394400051822785,1.0904559481772083
4.6545584,64.724876,63.51598117706073,1.2088948229392642
4.6763649,65.418983,63.61891762365337,1.8000653763466303
4.6981714,65.628151,63.70486418069518,1.9232868193048205
4.7199779,65.827293,63.775476133562194,2.051816866437804
4.7417843,65.720512,63.83240895539823,1.8881030446017704
4.7635908,66.283791,63.877318186158966,2.4064728138410274
4.7853973,66.431061,63.911859605810776,2.519201394189224
4.8072038,66.748566,63.937688997992076,2.8108770020079206
4.8290103,67.967911,63.95646214775588,4.011448852244122
4.8508167,68.080414,63.96983484028183,4.110579159718178
4.8726232,67.876198,63.9794628607496,3.896735139250403
4.8944297,66.563301,63.98700199433883,2.5762990056611628
4.9162362,65.823547,63.99410802622918,1.8294389737708272
4.9380427,64.524765,64.00243674224363,0.5223282577563708
4.9598491,64.033699,64.0136441640702,0.020054835929798287
4.9816556,63.757278,64.02984816950399,-0.27257016950399304
5.0034621,63.893349,64.05318665106859,-0.15983765106858527
5.0252686,64.676346,64.08552498022556,0.5908210197744381
5.0470751,64.171829,64.12856877042186,0.04326022957813791
5.0688815,63.5028,64.18447687562512,-0.6816768756251221
5.090688,63.751339,64.25545127591914,-0.504112275919141
5.1124945,64.095123,64.34301227932541,-0.24788927932540616
5.134301,64.094017,64.44817609827662,-0.3541590982766252
5.1561075,63.996281,64.57171113034207,-0.5754301303420633
5.177914,64.043938,64.71403165861437,-0.6700936586143769
5.1997204,64.520149,64.87497654749156,-0.35482754749155276
5.2215269,65.248611,65.05371457381594,0.19489642618405867
5.2433334,64.911552,65.24905973423355,-0.3375077342335544
5.2651399,65.420662,65.46001819867887,-0.039356198678873966
5.2869464,65.735893,65.6852586826185,0.050634317381508254
5.3087528,65.932541,65.9234106230831,0.009130376916900218
5.3305593,66.136978,66.17315387698561,-0.036175876985609534
5.3523658,66.368858,66.43317740434767,-0.06431940434767114
5.3741723,66.898178,66.7021340629366,0.19604393706340772
5.3959788,67.523766,66.97861249406321,0.5451535059367814
5.4177852,67.163765,67.26139458644823,-0.09762958644823527
5.4395917,67.413559,67.54968923497765,-0.13613023497764232
5.4613982,68.107529,67.84260782151009,0.2649211784899137
5.4832047,68.680542,68.13912571453902,0.5414162854609827
5.5050112,68.79583,68.43847661727466,0.3573533827253357
5.5268176,68.682175,68.740322671961,-0.05814767196099524
5.5486241,68.804115,69.04466463497808,-0.24054963497808046
5.5704306,69.368439,69.35144521015532,0.016993789844676144
5.5922371,69.856583,69.66036663560554,0.19621636439445922
5.6140436,70.089539,69.97114809107238,0.11839090892762272
5.63585,70.345993,70.28370226333159,0.062290736668416
5.6576565,70.716827,70.5980593800702,0.11876761992979823
5.679463,70.918297,70.91431168126455,0.003985318735445276
5.7012695,71.629204,71.23266932177702,0.3965346782229773
5.723076,72.149178,71.55334643091969,0.5958315690803175
5.7448825,71.981148,71.87692573671995,0.10422226328005024
5.7666889,72.103767,72.20441268649397,-0.10064568649396222
5.7884954,72.435394,72.53691628770768,-0.1015222877076809
5.8103019,72.387238,72.87544501583788,-0.4882070158378866
5.8321084,72.58873,73.22090593815555,-0.6321759381555552
5.8539149,73.504211,73.57371793578089,-0.06950693578089329
5.8757213,73.635124,73.93366772190447,-0.29854372190446554
5.8975278,74.026024,74.30047260591144,-0.27444860591143083
5.9193343,74.633041,74.67355141745125,-0.04051041745124451
5.9411408,75.031677,75.05204860985448,-0.020371609854478834
5.9629473,75.710045,75.43506820334329,0.27497679665670205
5.9847537,75.966286,75.82169389269937,0.14459210730062466
6.0065602,76.600494,76.21127693556784,0.38921706443215953
6.0283667,76.742142,76.60331186305581,0.13883013694419333
6.0501732,77.140694,76.99765592614926,0.14303807385073242
6.0719797,77.385735,77.3943039971243,-0.008568997124299926
6.0937861,77.415253,77.79339269519264,-0.3781396951926297
6.1155926,78.338707,78.19505009215794,0.14365690784205754
6.1373991,78.718124,78.59902616197577,0.11909783802423135
6.1592056,79.141296,79.00521323116986,0.1360827688301356
6.1810121,79.457886,79.41362184440796,0.044264155592045995
6.2028186,79.944435,79.8243974704258,0.12003752957420488
6.224625,80.306473,80.2377296681551,0.06874333184489956
6.2464315,80.572647,80.65392714206487,-0.08128014206486966
6.268238,80.634315,81.07336700845813,-0.43905200845813397
6.2900445,80.993706,81.49634521387416,-0.5026392138741613
6.311851,81.982986,81.92271868171701,0.06026731828298182
6.3336574,82.848289,82.35184171545797,0.4964472845420289
6.3554639,83.191116,82.78312861624411,0.40798738375588073
6.3772704,83.394196,83.21641433811924,0.17778166188075772
6.3990769,83.406174,83.65190978641428,-0.2457357864142864
6.4208834,83.72448,84.09000151472236,-0.36552151472236005
6.4426898,84.378159,84.53083042368657,-0.15267142368657005
6.4644963,85.270706,84.97417193717955,0.2965340628204558
6.4863028,85.199516,85.41964892089507,-0.2201329208950682
6.5081093,86.135521,85.86717122553782,0.26834977446218033
6.5299158,86.666222,86.31642866133731,0.3497933386626926
6.5517222,86.863411,86.76737252139311,0.09603847860688575
6.5735287,87.054596,87.2202864842597,-0.16569048425969868
6.5953352,87.368004,87.67554968272184,-0.30754568272183747
6.6171417,88.255699,88.13337566978998,0.12232333021002262
6.6389482,88.491608,88.59367051473288,-0.10206251473287864
6.6607546,89.149963,89.05646167949612,0.09350132050387572
6.6825611,89.505127,89.52167468060092,-0.016547680600922376
6.7043676,90.212128,89.98932797677581,0.22280002322419534
6.7261741,90.236046,90.45942351822022,-0.223377518220218
6.7479806,90.57077,90.93218211776933,-0.36141211776933346
6.7697871,91.304008,91.4076013027997,-0.10359330279970891
6.7915935,92.22226,91.8853172349081,0.336942765091905
6.8134,92.627975,92.36486260004531,0.26311239995469293
6.8352065,93.006119,92.84609179954151,0.16002720045848662
6.857013,93.489265,93.32911584411293,0.16014915588706913
6.8788195,93.826759,93.81420409447747,0.012554905522520698
6.9006259,94.051628,94.30178438033467,-0.2501563803346727
6.9224324,94.739204,94.79229704824081,-0.05309304824081096
6.9442389,95.286606,95.28593237062609,0.0006736293739209032
6.9660454,95.725418,95.78282761924619,-0.057409619246186594
6.9878519,96.281837,96.28312073764175,-0.0012837376417564883
7.0096583,96.884598,96.78689235591985,0.09770564408015048
7.0314648,97.037109,97.29422182390202,-0.2571128239020197
7.0532713,97.699142,97.80528559258713,-0.1061435925871308
7.0750778,98.492287,98.32000307946781,0.17228392053219466
7.0968843,98.73175,98.83818767568131,-0.10643767568130613
7.1186907,99.56118,99.35982307223824,0.20135692776175063
7.1404972,99.742805,99.88478663932835,-0.14198163932834973
7.1623037,99.681938,100.41315415912467,-0.7312161591246706
7.1841102,100.86784,100.94485954709266,-0.0770195470926609
7.2059167,101.98196,101.47910550657303,0.5028544934269661
7.2277231,101.7954,102.01501782884918,-0.2196178288491808
7.2495296,102.09325,102.55214532265889,-0.4588953226588899
7.2713361,102.87097,103.08981727028565,-0.2188472702856501
7.2931426,103.85097,103.62690408384609,0.22406591615391847
7.3149491,104.50111,104.16205741947122,0.3390525805287723
7.3367556,105.15212,104.69414910534266,0.4579708946573362
7.358562,105.46347,105.22237488993113,0.2410951100688692
7.3803685,105.72282,105.74633667209723,-0.023516672097230185
7.402175,105.8732,106.26587264396825,-0.39267264396825396
7.4239815,106.77146,106.78079753171482,-0.009337531714820102
7.445788,107.55252,107.29053342612299,0.2619865738770102
7.4675944,108.11391,107.79449310309349,0.3194168969065174
7.4894009,108.8396,108.29234514879977,0.5472548512002362
7.5112074,109.33105,108.78406550434158,0.5469844956584211
7.5330139,109.5493,109.27006101834276,0.2792389816572438
7.5548204,109.78244,109.75116934511695,0.03127065488304481
7.5766268,109.79324,110.22849976681792,-0.43525976681792145
7.5984333,110.87262,110.70319272894442,0.1694272710555822
7.6202398,111.29433,111.17595344619863,0.1183765538013688
7.6420463,111.9598,111.64765469370121,0.3121453062987882
7.6638528,112.19776,112.11928677123164,0.0784732287683596
7.6856592,111.90362,112.59214085976679,-0.6885208597667827
7.7074657,112.72417,113.06758620850746,-0.34341620850746324
7.7292722,113.52432,113.54630355121448,-0.021983551214475483
7.7510787,113.78082,114.02863025559927,-0.24781025559926206
7.7728852,114.16586,114.51488175445178,-0.3490217544517833
7.7946917,115.25773,115.00512575140128,0.2526042485987148
7.8164981,115.61571,115.49908097671062,0.1166290232893914
7.8383046,115.97687,115.9967132095481,-0.019843209548099594
7.8601111,116.72963,116.49810403758536,0.2315259624146364
7.8819176,116.94325,117.00331524926469,-0.0600652492646816
7.9037241,117.91586,117.5126359441047,0.40322405589529353
7.9255305,118.19068,118.02629525005922,0.16438474994077978
7.947337,118.24703,118.54489623495711,-0.2978662349571124
7.9691435,118.59239,119.06920467463634,-0.4768146746363442
7.99095,119.40639,119.59968853966068,-0.1932985396606739
8.0127565,120.46896,120.13633900724965,0.33262099275034984
8.0345629,121.32607,120.6789540508014,0.6471159491986072
8.0563694,121.91814,121.22765090443802,0.690489095561972
8.0781759,122.07998,121.78295182136704,0.2970281786329707
8.0999824,121.93766,122.34574978144362,-0.4080897814436213
8.1217889,122.36613,122.91722588150618,-0.5510958815061855
8.1435953,123.21176,123.49815316103516,-0.2863931610351642
8.1654018,123.91068,124.08875357674462,-0.1780735767446231
8.1872083,124.54733,124.68896275656984,-0.14163275656983387
8.2090148,124.95928,125.29853835554002,-0.3392583555400108
8.2308213,125.73274,125.91709650552907,-0.1843565055290668
8.2526277,126.64798,126.54391412964871,0.10406587035129178
8.2744342,127.10183,127.17808389495433,-0.07625389495431989
8.2962407,128.13722,127.81880188391189,0.3184181160881252
8.3180472,128.25221,128.46518802960887,-0.2129780296088768
8.3398537,129.16591,129.11666876920617,0.04924123079382525
8.3616602,129.87355,129.77245765423098,0.10109234576901827
8.3834666,130.63184,130.43181728118083,0.20002271881918432
8.4052731,131.01617,131.0941107143945,-0.077940714394515
8.4270796,132.19572,131.7588982059424,0.43682179405760735
8.4488861,132.94934,132.42566217373323,0.523677826266777
8.4706926,133.55571,133.09427967458504,0.4614303254149661
8.492499,134.14728,133.76505588383088,0.38222411616911245
8.5143055,134.27817,134.438703599793,-0.16053359979301263
8.536112,135.26155,135.11629362540634,0.14525637459365726
8.5579185,136.19415,135.79873634002638,0.3954136599736273
8.579725,136.30144,136.487086062976,-0.18564606297599084
8.6015314,137.04071,137.18276454234848,-0.14205454234848958
8.6233379,138.17477,137.88700798378997,0.2877620162100243
8.6451444,138.48534,138.60091065330164,-0.11557065330163141
8.6669509,139.24937,139.32584597192124,-0.07647597192124067
8.6887574,139.94611,140.06307190744167,-0.11696190744166302
8.7105638,140.59737,140.81377005997575,-0.21640005997574008
8.7323703,140.97346,141.5790051854968,-0.6055451854968226
8.7541768,142.26205,142.35962573397046,-0.09757573397047281
8.7759833,143.07819,143.15587461995523,-0.07768461995522102
8.7977898,143.34012,143.96789729818886,-0.6277772981888461
8.8195963,144.30043,144.79576164792988,-0.4953316479298735
8.8414027,145.86754,145.63890777952815,0.2286322204718374
8.8632092,146.62978,146.4962804919673,0.13349950803271327
8.8850157,147.259,147.36704901254478,-0.1080490125447966
8.9068222,148.25038,148.25051496181382,-0.0001349618138135611
8.9286287,149.47925,149.14587202778233,0.33337797221767573
8.9504351,150.10371,150.0523137638575,0.051396236142494445
8.9722416,151.33354,150.9693527512931,0.3641872487069122
8.9940481,152.342,151.89655275659885,0.44544724340116204
9.0158546,152.72884,152.83382177367497,-0.10498177367497874
9.0376611,153.60783,153.7814673224598,-0.1736373224597969
9.0594675,154.66753,154.73969205498196,-0.07216205498195905
9.081274,155.38727,155.70852509097304,-0.3212550909730396
9.1030805,156.92857,156.68792349072052,0.24064650927948605
9.124887,158.30765,157.67752311480626,0.6301268851937323
9.1466935,159.04633,158.6771957531802,0.36913424681981155
9.1684999,159.72183,159.68722260822196,0.03460739177805294
9.1903064,160.65976,160.70823340564002,-0.048473405640010014
9.2121129,161.26486,161.74089235839222,-0.47603235839221725
9.2339194,162.40106,162.78581528947035,-0.3847552894703483
9.2557259,163.88622,163.84314201152208,0.04307798847793265
9.2775323,164.67879,164.9126276204381,-0.23383762043809497
9.2993388,165.87598,165.99407012940299,-0.11809012940298658
9.3211453,167.44073,167.08703379799633,0.35369620200367535
9.3429518,168.37515,168.19096490863555,0.18418509136444072
9.3647583,169.82054,169.30564597818497,0.5148940218150244
9.3865648,170.99399,170.43104145681323,0.5629485431867636
9.4083712,171.7995,171.56754361769632,0.23195638230367877
9.4301777,172.34947,172.71597574065783,-0.3665057406578285
9.4519842,173.08356,173.87738881978,-0.7938288197800034
9.4737907,174.42285,175.05246738661108,-0.6296173866110735
9.4955972,175.82364,176.24110214640135,-0.41746214640133417
9.5174036,177.55777,177.4425541950664,0.11521580493359806
9.5392101,179.08679,178.65566719861823,0.4311228013817754
9.5610166,180.28575,179.8793992344842,0.4063507655158105
9.5828231,181.06781,181.11309953945724,-0.045289539457229466
9.6046296,182.34904,182.35649254158986,-0.00745254158985631
9.626436,183.72131,183.60925746170744,0.11205253829254502
9.6482425,184.6757,184.87106608677752,-0.19536608677751133
9.670049,186.20264,186.14170148588227,0.060938514117736986
9.6918555,187.73288,187.42075146238648,0.31212853761351766
9.713662,188.73006,188.7078644849417,0.022195515058314186
9.7354684,189.50053,190.0029897880765,-0.5024597880764929
9.7572749,191.09326,191.30609872994984,-0.2128387299498513
9.7790814,192.33417,192.6166602281855,-0.28249022818550884
9.8008879,193.80211,193.93393045626857,-0.13182045626857075
9.8226944,195.10591,195.2568831670877,-0.1509731670876988
9.8445008,196.83299,196.5843604092786,0.2486295907214071
9.8663073,198.07191,197.91505337146452,0.1568566285354791
9.8881138,199.32346,199.24789650269497,0.07556349730504053
9.9099203,200.76257,200.5819795324054,0.1805904675946124
9.9317268,201.82849,201.91646736987204,-0.08797736987204985
9.9535333,203.63484,203.25070329882593,0.3841367011740715
9.9753397,204.85867,204.58394273821932,0.27472726178066864
9.9971462,206.40549,205.91580017146762,0.489689828532363
10.018953,207.80106,207.24615739117294,0.5549026088270637
10.040759,208.96094,208.57531404150734,0.38562595849265335
10.062566,210.27722,209.90399652257554,0.37322347742446027
10.084372,210.90173,211.23329090135286,-0.33156090135287286
10.106179,211.71005,212.56463352003163,-0.854583520031639
10.127985,213.71579,213.8991292161528,-0.18333921615280246
10.149792,215.33693,215.23702824548698,0.09990175451301297
10.171598,216.63811,216.5783976356445,0.05971236435550509
10.193405,217.77065,217.92340364888153,-0.15275364888154286
10.215211,218.99025,219.27227197321756,-0.28202197321755307
10.237018,220.55211,220.62507566573044,-0.07296566573043606
10.258824,221.85439,221.98160583777988,-0.127215837779886
10.28063,223.00926,223.34158075089672,-0.332320750896713
10.302437,224.77896,224.7045915782847,0.07436842171532021
10.324243,226.12317,226.06989723082773,0.053272769172252765
10.34605,227.7617,227.4368305855693,0.3248694144306796
10.367856,229.12674,228.80477755499106,0.32196244500894977
10.389663,229.66165,230.17343536520832,-0.5117853652083113
10.411469,230.91533,231.54281047334328,-0.6274804733432688
10.433276,232.17509,232.9123975685898,-0.7373075685897845
10.455082,233.61584,234.28106386730238,-0.6652238673023874
10.476889,235.0049,235.64693928159545,-0.6420392815954585
10.498695,236.27176,237.00748850484996,-0.7357285048499591
10.520502,238.25874,238.35953419669372,-0.10079419669372669
10.542308,239.94206,239.69916329084353,0.24289670915646866
10.564115,241.32611,241.0223619951985,0.30374800480149133
10.585921,242.78056,242.32535677971453,0.4552032202854832
10.607728,244.31305,243.6046730883984,0.7083769116015901
10.629534,245.23767,244.85727009422686,0.380399905773146
10.651341,246.88129,246.08062786055217,0.8006621394478373
10.673147,247.8315,247.27259975186,0.5589002481399916
10.694954,249.16368,248.43155109644022,0.7321289035597829
10.71676,250.66971,249.55637361691882,1.1133363830811902
10.738567,251.48114,250.6465552139398,0.8345847860602191
10.760373,253.09819,251.7017708637947,1.3964191362052816
10.78218,254.47008,252.72228727433176,1.7477927256682335
10.803986,255.19417,253.70840309842205,1.4857669015779607
10.825792,256.47363,254.66041926348944,1.8132107365105696
10.847599,257.61584,255.57865532042743,2.0371846795725617
10.869405,258.01822,256.46343230337925,1.5547876966207355
10.891212,258.52554,257.31507149732715,1.2104685026728248
10.913018,259.94629,258.13390515314364,1.8123848468563324
10.934825,260.14508,258.9203987169977,1.224681283002326
10.956631,260.37585,259.6750188947234,0.7008311052766203
10.978438,260.31,260.39833353811724,-0.0883335381172401
11.000244,261.25861,261.0915196955492,0.16709030445076678
11.022051,262.71191,261.7556661011627,0.9562438988372719
11.043857,262.76047,262.39202821002357,0.36844178997642985
11.065664,263.2103,263.0021734345308,0.2081265654692288
11.08747,264.40616,263.5880315563473,0.8181284436527108
11.109277,264.31198,264.1517394362158,0.16024056378421392
11.131083,264.11078,264.6958367437346,-0.5850567437346399
11.15289,264.5358,265.2230226608672,-0.6872226608671781
11.174696,264.98587,265.7354113184264,-0.7495413184263953
11.196503,265.69589,266.2344296277108,-0.5385396277108043
11.218309,266.90424,266.72075496097654,0.18348503902348057
